s,rho,x,phi,alpha,kn
0,53.99999997,-167.3529501,0,1.570796327,0.005157065311
15.77382635,54.16619793,-166.7614461,0.2914377343,1.492439879,0.005155413507
22.22195815,54.33510308,-166.1707094,0.4097550826,1.459677559,0.005151825926
27.19662063,54.50667151,-165.5807408,0.5004661086,1.434341029,0.005146389119
31.38542122,54.68085953,-164.9915402,0.5763629632,1.412825184,0.005139187758
35.07114652,54.85762372,-164.4031073,0.6427168777,1.393739644,0.00513030457
38.39843569,55.03692096,-163.8154413,0.7022297403,1.376374515,0.005119820266
41.4541328,55.21870844,-163.2285408,0.7565270162,1.360310045,0.005107813498
44.29515814,55.4029437,-162.6424041,0.8066761992,1.345274055,0.005094360822
46.96055609,55.58958463,-162.057029,0.8534111767,1.331078426,0.005079536669
49.4789284,55.77858948,-161.4724128,0.8972706292,1.317586875,0.00506341333
51.87209205,55.9699169,-160.8885527,0.9386662438,1.304697043,0.005046060945
54.15682705,56.16352594,-160.3054451,0.9779154007,1.292329815,0.005027547501
56.34649971,56.35937609,-159.7230864,1.015271455,1.280422589,0.005007938845
58.45204231,56.55742724,-159.1414725,1.050942043,1.268924864,0.00498729869
60.48242758,56.75763975,-158.5605991,1.085097982,1.257795223,0.004965688639
62.44515035,56.95997441,-157.9804614,1.11788229,1.246999216,0.004943168204
64.34657027,57.16439248,-157.4010546,1.149416593,1.236507838,0.004919794841
66.19214634,57.3708557,-156.8223734,1.179805531,1.226296401,0.004895623975
67.98657703,57.57932628,-156.2444123,1.209139392,1.216343692,0.004870709042
69.73392687,57.78976688,-155.6671655,1.237496495,1.206631329,0.004845101525
71.43780757,58.00214067,-155.0906272,1.264946572,1.197143257,0.004818850992
73.10141127,58.21641131,-154.5147912,1.291551408,1.187865361,0.004792005141
74.72749507,58.43254297,-153.939651,1.317364577,1.178785147,0.004764609845
76.31861703,58.65050028,-153.3652002,1.342435827,1.169891495,0.004736709197
77.87701783,58.87024838,-152.7914321,1.366808903,1.161174454,0.004708345555
79.40473029,59.09175291,-152.2183397,1.390523589,1.152625075,0.004679559592
80.90359199,59.31498,-151.6459161,1.413615953,1.144235272,0.004650390344
82.37529271,59.53989627,-151.0741541,1.436119231,1.13599771,0.004620875252
83.82133324,59.76646882,-150.5030464,1.458063077,1.127905705,0.004591050219
85.24311916,59.99466526,-149.9325856,1.479475304,1.119953147,0.004560949648
86.64193088,60.22445367,-149.3627642,1.500381336,1.112134428,0.004530606498
88.01894713,60.45580263,-148.7935746,1.520804646,1.104444386,0.004500052323
89.37524197,60.68868117,-148.225009,1.540766711,1.096878253,0.004469317327
90.71183957,60.92305883,-147.6570598,1.560288025,1.089431611,0.004438430399
92.02965805,61.15890559,-147.0897191,1.579387068,1.082100358,0.004407419168
93.32956384,61.39619191,-146.5229789,1.59808131,1.074880674,0.004376310041
94.61236044,61.63488871,-145.9568314,1.616387013,1.06776899,0.004345128247
95.87881344,61.87496737,-145.3912684,1.634319691,1.060761966,0.004313897882
97.12961244,62.11639972,-144.826282,1.651893412,1.05385647,0.004282641946
98.36540038,62.35915804,-144.261864,1.669121338,1.047049556,0.004251382388
99.58682552,62.60321504,-143.6980064,1.686016697,1.040338449,0.004220140141
100.7944423,62.84854387,-143.134701,1.702590941,1.033720531,0.004188935163
101.9888034,63.09511811,-142.5719396,1.718855463,1.027193323,0.004157786473
103.1704233,63.34291174,-142.009714,1.734820908,1.020754479,0.00412671219
