s,rho,x,phi,alpha,kn
0,23.00000006,-168.618722,0,1.570724564,0.01528824936
8.621351201,23.17628338,-168.1231136,0.3727146504,1.44737948,0.01508219715
12.08967267,23.35606593,-167.6287637,0.5200615743,1.395959205,0.01486881231
14.81068298,23.53922907,-167.1356562,0.633918642,1.356340382,0.01464926958
17.10580378,23.72565683,-166.6437737,0.7284508415,1.322834574,0.01442464929
19.13110988,23.91523844,-166.153098,0.8105568491,1.293247351,0.01419593825
20.96509168,24.10786419,-165.6636093,0.8837268402,1.266458292,0.01396404138
22.65429151,24.30343007,-165.1752878,0.9500422664,1.241804248,0.01372977979
24.22973545,24.50183374,-164.6881123,1.010897664,1.218854956,0.01349390168
25.71228933,24.70297697,-164.2020615,1.067237519,1.197312467,0.01325708388
27.11763618,24.90676515,-163.7171135,1.119775052,1.176960406,0.01301993749
28.45740965,25.11310564,-163.2332461,1.169043019,1.157635875,0.01278301427
29.74064505,25.32191066,-162.750437,1.215457805,1.139212328,0.01254680789
30.97463361,25.53309385,-162.2686634,1.259357291,1.121589308,0.01231176184
32.16515784,25.74657314,-161.7879027,1.301011587,1.10468522,0.01207827035
33.3170751,25.96226884,-161.3081323,1.340648797,1.088432765,0.01184668416
34.43440889,26.18010389,-160.8293295,1.378459272,1.072775576,0.01161731358
35.52054783,26.40000484,-160.3514718,1.414604487,1.057665759,0.01139043117
36.57842769,26.62189969,-159.8745368,1.449225141,1.043062275,0.01116627623
37.61052742,26.84572031,-159.3985025,1.482441115,1.028929452,0.01094505616
38.61904091,27.07140008,-158.9233467,1.514359071,1.015236131,0.01072695052
39.60586894,27.29887532,-158.4490478,1.545072184,1.001954786,0.01051211262
40.57270311,27.52808476,-157.9755845,1.57466388,0.9890609443,0.01030067221
41.52102604,27.75896877,-157.5029356,1.603207909,0.9765327373,0.01009273782
42.45215852,27.99147079,-157.0310804,1.630770451,0.96435043,0.009888398199
43.36729365,28.22553539,-156.5599984,1.657411654,0.9524962031,0.009687724789
44.26750365,28.46110995,-156.0896697,1.683185965,0.9409538038,0.009490772846
45.15373706,28.69814333,-155.6200744,1.708142053,0.9297083952,0.009297583367
46.026884,28.93658627,-155.1511933,1.732325674,0.9187463567,0.009108184368
46.88773976,29.17639165,-154.6830075,1.755778114,0.9080551182,0.00892259216
47.73701324,29.41751345,-154.2154984,1.778536591,0.897623082,0.008740812683
48.57538455,29.65990798,-153.7486478,1.800636769,0.8874394554,0.008562842449
49.40344933,29.90353253,-153.2824379,1.822110367,0.8774942185,0.008388669677
50.2217778,30.14834629,-152.8168514,1.84298774,0.8677780034,0.008218275139
51.03087741,30.39430985,-152.3518713,1.863296273,0.8582820456,0.008051633042
51.83123744,30.64138492,-151.8874808,1.883062336,0.8489981343,0.007888711766
52.62328038,30.88953503,-151.4236639,1.902309179,0.8399185326,0.007729474615
53.40743417,31.13872445,-150.9604045,1.921060092,0.8310359718,0.007573880384
54.18407025,31.38891915,-150.4976873,1.939335717,0.8223435742,0.007421884026
54.95354591,31.640086,-150.035497,1.957155903,0.8138348474,0.007273437113
55.71619611,31.89219305,-149.5738189,1.97453936,0.8055036404,0.007128488343
56.4723289,32.14520964,-149.1126386,1.991503465,0.7973441129,0.006986984015
57.22222496,32.39910576,-148.6519419,2.008064257,0.789350729,0.006848868321
57.96616844,32.65385285,-148.1917153,2.024237778,0.7815182094,0.006714083855
58.70440769,32.90942291,-147.7319451,2.040038381,0.7738415388,0.006582571775
59.43718368,33.16578913,-147.2726184,2.055479963,0.766315927,0.006454272227
60.16472286,33.42292552,-146.8137224,2.070575668,0.7589368039,0.006329124551
60.88723402,33.68080679,-146.3552446,2.085337756,0.7516998065,0.006207067479
61.60492101,33.93940875,-145.8971728,2.099778154,0.7446007543,0.00608803947
62.31797052,34.19870764,-145.4394953,2.113907942,0.7376356548,0.005971978729
63.02656442,34.45868079,-144.9822003,2.127737881,0.730800674,0.005858823559
63.73087091,34.71930599,-144.5252767,2.141278045,0.7240921416,0.005748512361
64.43104332,34.98056183,-144.0687134,2.154537764,0.7175065332,0.005640983856
65.12724544,35.24242764,-143.6124996,2.167526734,0.7110404625,0.005536177206
65.81961357,35.50488314,-143.1566249,2.180253371,0.7046906804,0.005434032026
66.50828496,35.76790899,-142.7010789,2.192726048,0.6984540561,0.005334488633
67.19339192,36.03148612,-142.2458518,2.204952845,0.6923275834,0.005237487953
67.87505986,36.29559624,-141.7909336,2.216941467,0.6863083637,0.005142971741
68.55339754,36.56022153,-141.3363149,2.228698821,0.6803936061,0.005050882553
69.22852771,36.82534463,-140.8819863,2.240232353,0.6745806225,0.004961163803
69.90055361,37.09094882,-140.4279388,2.251548595,0.6688668167,0.004873759883
70.56957376,37.35701768,-139.9741635,2.262653808,0.6632496892,0.004788616067
71.2356905,37.62353544,-139.5206516,2.273554359,0.6577268225,0.004705678695
71.89899564,37.8904866,-139.0673948,2.284256096,0.6522958856,0.004624895065
72.55957453,38.15785619,-138.6143846,2.294764529,0.6469546251,0.004546213534
73.21751758,38.42562967,-138.161613,2.305085335,0.6417008627,0.004469583518
73.8729023,38.69379276,-137.7090721,2.315223576,0.6365324945,0.00439495545
74.52580894,38.96233174,-137.2567542,2.325184382,0.6314474824,0.004322280888
75.17631096,39.23123307,-136.8046516,2.334972539,0.6264438579,0.004251512398
75.82448204,39.50048371,-136.3527569,2.344592796,0.6215197128,0.004182603662
76.47038385,39.77007089,-135.9010629,2.354049335,0.6166732009,0.004115509409
77.1140929,40.03998212,-135.4495624,2.363346937,0.6119025343,0.00405018542
77.75566509,40.31020536,-134.9982487,2.372489446,0.6072059793,0.003986588566
78.39516384,40.5807287,-134.5471147,2.381480994,0.6025818579,0.003924676713
79.03264579,40.85154065,-134.0961539,2.390325376,0.5980285408,0.003864408817
79.66816929,41.12262992,-133.6453598,2.399026424,0.5935444504,0.003805744814
80.30178686,41.39398552,-133.194726,2.407587682,0.5891280549,0.003748645673
80.933551,41.66559674,-132.7442462,2.416012656,0.5847778681,0.003693073364
81.56351228,41.93745304,-132.2939142,2.424304735,0.5804924489,0.003638990812
82.19171809,42.20954424,-131.8437241,2.432467136,0.5762703963,0.003586361947
82.81821524,42.48186024,-131.39367,2.440503019,0.5721103519,0.003535151603
83.44304841,42.75439128,-130.943746,2.448415421,0.5680109948,0.003485325586
84.06626094,43.02712778,-130.4939466,2.456207291,0.5639710426,0.003436850594
84.68789444,43.30006032,-130.0442661,2.463881475,0.5599892492,0.003389694222
85.30798899,43.57317976,-129.5946991,2.471440723,0.5560644024,0.003343824964
85.92658359,43.84647705,-129.1452402,2.478887712,0.5521953256,0.00329921214
86.54371564,44.11994343,-128.6958841,2.486225023,0.5483808728,0.003255825952
87.15942134,44.39357022,-128.2466257,2.493455161,0.5446199309,0.003213637389
87.77373568,44.66734897,-127.7974599,2.500580554,0.5409114162,0.003172618271
88.38669254,44.94127138,-127.3483817,2.507603556,0.5372542744,0.003132741202
88.99832467,45.21532928,-126.8993862,2.51452645,0.5336474802,0.003093979533
89.60866357,45.4895147,-126.4504685,2.521351445,0.5300900346,0.003056307408
90.21773999,45.76381975,-126.0016239,2.528080693,0.526580966,0.003019699653
90.82558359,46.03823676,-125.5528477,2.534716279,0.5231193274,0.002984131856
91.43222298,46.31275812,-125.1041354,2.541260222,0.5197041974,0.002949580275
92.03768599,46.58737639,-124.6554824,2.54771449,0.5163346779,0.002916021849
92.64199958,46.86208427,-124.2068842,2.55408099,0.513009894,0.002883434216
93.24518986,47.13687451,-123.7583365,2.560361577,0.5097289937,0.002851795594
93.84728207,47.41174007,-123.309835,2.56655805,0.5064911457,0.002821084918
94.44830073,47.68667393,-122.8613753,2.572672158,0.5032955407,0.002791281652
95.04826975,47.96166925,-122.4129532,2.578705609,0.5001413892,0.00276236592
95.64721209,48.23671926,-121.9645648,2.584660051,0.4970279212,0.002734318425
96.24515015,48.51181726,-121.5162057,2.590537096,0.4939543865,0.002707120371
96.84210573,48.78695672,-121.0678722,2.59633831,0.4909200525,0.002680753654
97.4380999,49.06213111,-120.61956,2.602065215,0.4879242053,0.00265520052
98.03315317,49.33733406,-120.1712654,2.607719295,0.4849661479,0.002630443939
98.62728538,49.61255926,-119.7229844,2.613301988,0.4820452004,0.002606467252
99.22051596,49.88780045,-119.2747133,2.618814704,0.4791606992,0.002583254274
99.81286368,50.1630515,-118.8264482,2.62425881,0.4763119964,0.002560789811
100.4043467,50.4383063,-118.3781854,2.629635634,0.47349846,0.002539058337
100.994983,50.71355887,-117.9299213,2.634946478,0.4707194722,0.002518044307
101.5847896,50.98880324,-117.4816521,2.640192605,0.4679744306,0.002497734998
102.1737835,51.26403353,-117.0333742,2.645375247,0.4652627461,0.002478115847
102.7619809,51.53924394,-116.5850842,2.650495604,0.4625838437,0.002459173533
103.3493978,51.81442868,-116.1367784,2.655554848,0.4599371617,0.002440895171
103.9360497,52.08958209,-115.6884534,2.660554122,0.4573221511,0.002423268042
104.5219515,52.36469846,-115.2401056,2.665494535,0.4547382759,0.002406280127
105.107118,52.63977225,-114.7917317,2.670377175,0.4521850116,0.002389919503
105.6915634,52.91479786,-114.3433283,2.675203103,0.4496618464,0.002374174823
106.2753017,53.18976981,-113.8948919,2.67997335,0.4471682793,0.002359035011
106.8583465,53.46468264,-113.4464193,2.684688925,0.4447038208,0.002344489315
107.4407108,53.73953091,-112.9979072,2.689350812,0.4422679927,0.002330527452
108.0224077,54.01430927,-112.5493522,2.693959975,0.4398603266,0.002317139306
108.6034496,54.28901234,-112.1007511,2.698517348,0.4374803653,0.002304315257
109.1838488,54.56363483,-111.6521006,2.703023847,0.4351276609,0.002292045871
109.7636172,54.83817147,-111.2033977,2.707480371,0.4328017757,0.002280322086
110.3427664,55.11261699,-110.754639,2.71188779,0.4305022815,0.002269135161
110.9213078,55.3869662,-110.3058213,2.716246958,0.428228759,0.002258476567
111.4992524,55.66121387,-109.8569417,2.72055871,0.4259807987,0.002248338188
112.0766112,55.93535487,-109.4079969,2.724823862,0.4237579989,0.002238712056
112.6533945,56.20938404,-108.9589838,2.72904321,0.4215599672,0.002229590584
113.2296127,56.48329625,-108.5098994,2.733217531,0.4193863193,0.002220966395
113.8052758,56.75708641,-108.0607405,2.737347589,0.4172366789,0.002212832365
114.3803937,57.03074941,-107.6115042,2.741434127,0.4151106779,0.002205181693
114.9549759,57.30428021,-107.1621873,2.745477872,0.4130079555,0.002198007724
115.5290318,57.57767372,-106.7127869,2.749479537,0.4109281589,0.002191304157
116.1025705,57.85092492,-106.2633,2.753439819,0.4088709421,0.002185064834
116.6756009,58.12402876,-105.8137235,2.757359399,0.4068359668,0.002179283882
117.2481318,58.3969802,-105.3640545,2.761238941,0.4048229012,0.002173955653
117.8201717,58.66977425,-104.91429,2.7650791,0.4028314206,0.002169074673
118.391729,58.94240587,-104.4644269,2.768880516,0.4008612068,0.002164635768
118.9628117,59.21487007,-104.0144625,2.772643809,0.398911948,0.00216063388
119.5334278,59.48716183,-103.5643937,2.776369593,0.396983339,0.002157064243
120.1035852,59.75927613,-103.1142176,2.780058468,0.3950750803,0.00215392224
120.6732915,60.031208,-102.6639313,2.78371102,0.3931868788,0.002151203459
121.2425541,60.30295238,-102.2135318,2.787327821,0.3913184471,0.002148903724
121.8113802,60.57450431,-101.7630162,2.790909435,0.3894695034,0.002147018974
122.3797772,60.84585873,-101.3123816,2.794456414,0.3876397719,0.002145545424
122.9477518,61.11701063,-100.8616252,2.797969295,0.3858289818,0.002144479392
123.5153109,61.38795498,-100.410744,2.801448608,0.3840368678,0.002143817423
