s,rho,x,phi,alpha,kn
0,50,-100.775108,0,1.570796327,0.0822653944
7.96151314,50.59355759,-100.6298437,0.1578237732,1.417467319,0.07847602754
11.29094751,51.18666771,-100.4827631,0.2221363946,1.355049833,0.07491071201
13.86838849,51.77932384,-100.3338636,0.270772935,1.307881015,0.07155391069
16.06028182,52.37151942,-100.183143,0.3111948885,1.268708404,0.06839132611
18.00806787,52.96324784,-100.0305986,0.3463105132,1.234704738,0.06540978892
19.78401228,53.55450244,-99.87622781,0.377619905,1.204410843,0.0625971575
21.43090781,54.14527651,-99.7200282,0.4060197916,1.176954411,0.05994222755
22.97653823,54.73556331,-99.56199713,0.4320979257,1.151763479,0.05743465034
24.4401209,55.32535603,-99.40213197,0.4562647326,1.128438246,0.05506485885
25.83561919,55.91464781,-99.24043007,0.4788212372,1.106685784,0.05282400122
27.17352191,56.50343177,-99.07688872,0.4999957323,1.086283576,0.05070388048
28.46196594,57.09170094,-98.91150522,0.5199669628,1.067057682,0.04869689983
29.70738299,57.67944832,-98.74427683,0.5388775765,1.048868936,0.04679601319
30.91497628,58.26666685,-98.57520079,0.5568440355,1.031603828,0.0449946799
32.08901892,58.85334942,-98.40427429,0.5739628657,1.015168264,0.04328682383
33.23307101,59.43948887,-98.2314945,0.590315216,0.9994831573,0.04166679622
34.35012974,60.02507797,-98.05685855,0.6059700301,0.9844812376,0.04012934171
35.44274387,60.61010945,-97.88036355,0.6209864724,0.9701046879,0.03866956746
36.51311689,61.19457596,-97.70200661,0.6354160995,0.9563033599,0.03728291495
37.56314662,61.77847013,-97.52178479,0.6493037427,0.9430334039,0.03596513403
38.59449369,62.36178449,-97.33969509,0.6626889506,0.9302562,0.03471225945
39.60862607,62.94451153,-97.15573452,0.6756069438,0.9179375141,0.03352058931
40.60682423,63.52664369,-96.96990005,0.6880887689,0.9060468223,0.03238666533
41.59024046,64.10817333,-96.78218862,0.7001625306,0.8945567653,0.03130725476
42.55990458,64.68909275,-96.59259716,0.7118535437,0.8834427022,0.03027933375
43.51672893,65.26939419,-96.40112255,0.7231844663,0.8726823424,0.02930007207
44.46154634,65.84906983,-96.20776165,0.7341760881,0.8622554411,0.02836681913
45.39511133,66.42811179,-96.01251129,0.7448473793,0.8521435428,0.02747709114
46.31810071,67.0065121,-95.81536826,0.7552155258,0.8423297659,0.02662855925
47.23113822,67.58426274,-95.61632936,0.7652964396,0.83279862,0.02581903867
48.13478439,68.16135562,-95.41539133,0.7751045753,0.8235358493,0.02504647854
49.02956331,68.73778258,-95.21255091,0.7846534802,0.8145282983,0.02430895268
49.9159577,69.31353539,-95.00780478,0.793955709,0.8057637963,0.02360465107
50.79439642,69.88860575,-94.8011496,0.8030225869,0.7972310567,0.02293187189
51.66529783,70.46298529,-94.59258202,0.8118650887,0.78891959,0.0222890143
52.52902506,71.03666554,-94.38209868,0.8204929531,0.7808196265,0.02167457162
53.38593934,71.609638,-94.16969616,0.8289157589,0.7729220497,0.02108712507
54.23635321,72.18189406,-93.95537102,0.8371419976,0.7652183362,0.020525338
55.08057623,72.75342505,-93.7391198,0.8451799947,0.757700504,0.01998795052
55.9188874,73.32422223,-93.52093901,0.8530373659,0.7503610653,0.01947377456
56.75154305,73.89427675,-93.30082514,0.8607211805,0.7431929853,0.01898168922
57.57879823,74.4635797,-93.07877468,0.8682383952,0.736189645,0.01851063649
58.40087596,75.03212209,-92.85478405,0.8755952444,0.7293448075,0.01805961726
59.21799704,75.59989485,-92.62884967,0.8827978411,0.7226525887,0.01762768762
60.03036132,76.16688883,-92.40096792,0.8898518071,0.7161074302,0.01721395547
60.83816473,76.73309477,-92.17113518,0.8967626178,0.7097040745,0.01681757723
61.6415823,77.29850335,-91.93934781,0.9035352665,0.7034375438,0.01643775498
62.44078492,77.86310515,-91.70560212,0.9101746025,0.6973031193,0.01607373356
63.23593368,78.42689067,-91.4698944,0.916685222,0.6912963234,0.01572479803
64.02718021,78.98985032,-91.23222094,0.9230714779,0.6854129028,0.01539027127
64.8146676,79.55197442,-90.99257799,0.9293375007,0.6796488139,0.01506951172
65.59853178,80.11325318,-90.75096179,0.9354872291,0.6740002084,0.01476191127
66.37890211,80.67367674,-90.50736855,0.9415244241,0.6684634213,0.01446689331
67.15590027,81.23323513,-90.26179446,0.9474526495,0.6630349583,0.01418391087
67.92964313,81.7919183,-90.01423571,0.9532753304,0.6577114862,0.01391244492
68.70024097,82.3497161,-89.76468842,0.9589957214,0.652489822,0.01365200274
69.46779884,82.90661826,-89.51314874,0.9646169341,0.6473669247,0.01340211646
70.23241741,83.46261444,-89.25961279,0.9701419572,0.6423398866,0.01316234165
70.99419168,84.01769416,-89.00407667,0.9755736315,0.637405925,0.01293225594
71.75321316,84.57184688,-88.74653644,0.9809146949,0.632562376,0.01271145784
72.50956879,85.12506195,-88.48698818,0.9861677634,0.627806687,0.01249956558
73.26334143,85.67732858,-88.22542791,0.9913353411,0.6231364107,0.01229621599
74.01461099,86.22863592,-87.96185167,0.9964198454,0.6185491997,0.0121010635
74.76345307,86.77897297,-87.69625548,1.00142358,0.6140428009,0.01191377922
75.50994064,87.32832864,-87.42863534,1.00634877,0.6096150503,0.01173404995
76.25414348,87.87669174,-87.15898723,1.011197551,0.6052638686,0.01156157742
76.9961281,88.42405094,-86.8873071,1.015971972,0.6009872566,0.01139607744
77.73595897,88.97039484,-86.61359092,1.020674015,0.5967832915,0.01123727918
78.47369728,89.51571187,-86.33783464,1.025305577,0.5926501229,0.01108492448
79.2094021,90.05999037,-86.06003419,1.029868492,0.5885859691,0.01093876714
79.9431303,90.60321857,-85.7801855,1.034364527,0.5845891138,0.01079857234
80.67493609,91.14538458,-85.49828447,1.03879538,0.580657903,0.01066411601
81.40487219,91.68647637,-85.21432699,1.043162698,0.5767907422,0.01053518434
82.13298885,92.22648181,-84.92830898,1.047468063,0.5729860934,0.01041157319
82.85933455,92.76538861,-84.64022631,1.051713002,0.5692424724,0.01029308764
83.58395623,93.30318439,-84.35007488,1.055898999,0.5655584469,0.01017954152
84.30689866,93.83985663,-84.05785056,1.060027473,0.5619326334,0.01007075694
85.02820549,94.37539269,-83.76354921,1.064099811,0.5583636955,0.009966563913
85.74791847,94.90977977,-83.46716669,1.068117344,0.5548503417,0.009866799954
86.46607789,95.44300498,-83.16869887,1.07208136,0.5513913236,0.009771309701
87.18272293,95.97505524,-82.86814163,1.075993114,0.547985434,0.009679944573
87.89789099,96.50591739,-82.56549083,1.079853809,0.5446315047,0.009592562434
88.61161859,97.0355781,-82.26074231,1.083664619,0.5413284056,0.009509027282
89.32394082,97.56402392,-81.95389195,1.087426678,0.5380750425,0.009429208958
90.0348915,98.09124125,-81.64493561,1.091141082,0.5348703561,0.009352982857
90.74450367,98.61721634,-81.33386917,1.094808901,0.5317133203,0.009280229674
91.45280889,99.1419353,-81.02068851,1.098431163,0.528602941,0.009210835143
92.159838,99.66538409,-80.7053895,1.102008874,0.5255382547,0.0091446898
92.86562078,100.1875485,-80.38796805,1.105543006,0.5225183273,0.009081688757
93.57018591,100.7084143,-80.06842004,1.109034499,0.5195422532,0.009021731495
94.27356147,101.227967,-79.74674139,1.112484273,0.5166091538,0.008964721649
94.97577437,101.7461919,-79.42292803,1.115893216,0.513718177,0.008910566828
95.67685085,102.2630741,-79.09697591,1.119262192,0.5108684958,0.00885917842
96.37681641,102.7785989,-78.76888096,1.122592044,0.5080593074,0.008810471423
97.07569556,103.292751,-78.43863917,1.125883583,0.5052898324,0.00876436428
97.7735124,103.8055153,-78.10624651,1.129137608,0.5025593139,0.008720778722
98.47029003,104.3168763,-77.77169901,1.132354887,0.4998670169,0.008679639618
99.16605096,104.8268184,-77.4349927,1.135536172,0.4972122271,0.008640874833
99.86081721,105.3353258,-77.09612363,1.138682195,0.4945942507,0.008604415093
100.5546099,105.8423827,-76.75508788,1.141793664,0.4920124129,0.008570193853
101.2474498,106.3479729,-76.41188157,1.144871275,0.4894660582,0.00853814718
101.9393569,106.8520802,-76.06650082,1.147915699,0.4869545489,0.008508213634
102.6303507,107.3546882,-75.71894183,1.150927592,0.4844772651,0.008480334154
103.3204503,107.8557802,-75.36920079,1.153907597,0.4820336037,0.008454451957
104.0096741,108.3553396,-75.01727395,1.156856333,0.4796229781,0.008430512432
104.69804,108.8533492,-74.66315758,1.159774411,0.4772448174,0.008408463045
105.3855656,109.3497921,-74.306848,1.16266242,0.4748985661,0.008388253251
106.0722678,109.8446508,-73.94834157,1.165520938,0.4725836833,0.008369834398
106.7581633,110.3379079,-73.58763471,1.16835053,0.470299643,0.00835315965
107.4432681,110.8295457,-73.22472387,1.171151743,0.4680459324,0.008338183905
108.1275979,111.3195463,-72.85960556,1.173925114,0.4658220526,0.008324863715
108.8111682,111.8078917,-72.49227633,1.176671166,0.4636275176,0.008313157216
109.4939937,112.2945636,-72.12273279,1.179390409,0.4614618538,0.008303024058
110.1760891,112.7795436,-71.75097162,1.182083342,0.4593246002,0.008294425334
110.8574686,113.2628131,-71.37698955,1.184750451,0.4572153074,0.008287323518
111.5381458,113.7443532,-71.00078339,1.187392211,0.4551335377,0.008281682407
112.2181345,114.2241449,-70.62234998,1.190009089,0.4530788642,0.008277467053
112.8974476,114.702169,-70.24168625,1.192601535,0.451050871,0.008274643714
113.5760982,115.1784062,-69.85878922,1.195169996,0.4490491529,0.008273179796
114.2540986,115.6528367,-69.47365596,1.197714904,0.4470733146,0.008273043801
114.9314612,116.1254407,-69.08628365,1.200236682,0.4451229708,0.008274205277
115.6081979,116.5961983,-68.69666951,1.202735746,0.4431977459,0.00827663477
116.2843203,117.0650893,-68.30481087,1.2052125,0.4412972734,0.008280303776
116.95984,117.5320931,-67.91070514,1.207667342,0.439421196,0.0082851847
117.634768,117.9971892,-67.51434985,1.210100659,0.4375691653,0.008291250806
118.3091152,118.4603567,-67.11574259,1.21251283,0.4357408415,0.008298476182
118.9828923,118.9215746,-66.71488108,1.214904229,0.433935893,0.008306835697
119.6561096,119.3808215,-66.31176312,1.217275217,0.4321539962,0.008316304964
120.3287773,119.8380761,-65.90638663,1.219626152,0.4303948356,0.008326860301
121.0009055,120.2933167,-65.49874963,1.221957382,0.4286581033,0.008338478695
121.6725038,120.7465212,-65.08885027,1.224269248,0.426943499,0.008351137767
122.3435818,121.1976677,-64.67668684,1.226562087,0.4252507294,0.008364815739
123.0141488,121.6467337,-64.2622577,1.228836224,0.4235795086,0.008379491404
123.6842138,122.0936968,-63.84556138,1.231091983,0.4219295573,0.008395144088
124.353786,122.5385342,-63.42659652,1.233329678,0.4203006031,0.008411753628
125.0228739,122.9812228,-63.00536193,1.235549616,0.4186923801,0.008429300332
125.6914861,123.4217395,-62.58185653,1.237752102,0.4171046288,0.008447764957
126.3596312,123.8600609,-62.15607941,1.239937432,0.4155370961,0.008467128681
127.0273171,124.2961633,-61.72802979,1.242105897,0.4139895346,0.008487373075
